image_id,vehicle_count,pedestrian_count,cyclist_count,target_count,ignored_count,original_annotation_count,contains_vehicle,contains_pedestrian,contains_cyclist,presence_signature,density_group,stratification_group,split
003058,4,0,0,4,4,8,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
003059,1,1,0,2,0,2,True,True,False,V1_P1_C0,low,V1_P1_C0__low,train
003060,2,0,0,2,1,3,True,False,False,V1_P0_C0,low,V1_P0_C0__low,val
003061,4,0,2,6,2,8,True,False,True,V1_P0_C1,medium,V1_P0_C1__medium,train
003062,3,0,0,3,3,6,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003063,2,0,0,2,1,3,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003064,13,0,0,13,1,14,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
003065,2,2,1,5,2,7,True,True,True,V1_P1_C1,medium,V1_P1_C1__medium,train
003066,5,0,0,5,0,5,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
003067,4,0,0,4,1,5,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
003068,2,0,0,2,2,4,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003069,1,0,0,1,1,2,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003070,1,0,0,1,1,2,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003071,2,1,0,3,2,5,True,True,False,V1_P1_C0,low,V1_P1_C0__low,train
003072,15,0,0,15,5,20,True,False,False,V1_P0_C0,high,V1_P0_C0__high,val
003073,4,0,0,4,2,6,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,val
003074,2,2,0,4,1,5,True,True,False,V1_P1_C0,medium,V1_P1_C0__medium,train
003075,3,0,0,3,0,3,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003076,1,0,0,1,1,2,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003077,2,0,0,2,1,3,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003078,6,2,0,8,8,16,True,True,False,V1_P1_C0,high,V1_P1_C0__high,train
003079,2,0,0,2,1,3,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003080,4,0,0,4,1,5,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
003081,2,0,0,2,1,3,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003082,0,1,0,1,2,3,False,True,False,V0_P1_C0,low,V0_P1_C0__low,train
003083,4,0,0,4,0,4,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
003084,2,4,1,7,3,10,True,True,True,V1_P1_C1,high,V1_P1_C1__high,train
003085,0,1,0,1,0,1,False,True,False,V0_P1_C0,low,V0_P1_C0__low,val
003086,5,0,0,5,3,8,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
003087,7,0,1,8,1,9,True,False,True,V1_P0_C1,high,V1_P0_C1__high,train
003088,2,0,0,2,2,4,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003089,2,0,0,2,2,4,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003090,1,0,0,1,0,1,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003091,5,0,0,5,3,8,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
003092,13,0,0,13,1,14,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
003093,12,0,0,12,4,16,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
003094,7,0,0,7,3,10,True,False,False,V1_P0_C0,high,V1_P0_C0__high,val
003095,10,1,1,12,3,15,True,True,True,V1_P1_C1,high,V1_P1_C1__high,train
003096,2,0,1,3,1,4,True,False,True,V1_P0_C1,low,V1_P0_C1__low,train
003097,15,0,0,15,1,16,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
003098,4,0,0,4,1,5,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
003099,2,1,0,3,2,5,True,True,False,V1_P1_C0,low,V1_P1_C0__low,val
003100,2,0,0,2,0,2,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003101,6,0,0,6,1,7,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
003102,2,1,0,3,0,3,True,True,False,V1_P1_C0,low,V1_P1_C0__low,val
003103,7,0,1,8,1,9,True,False,True,V1_P0_C1,high,V1_P0_C1__high,train
003104,6,0,0,6,1,7,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
003105,5,0,1,6,0,6,True,False,True,V1_P0_C1,medium,V1_P0_C1__medium,train
003106,0,2,2,4,7,11,False,True,True,V0_P1_C1,medium,V0_P1_C1__medium,val
003107,10,0,0,10,3,13,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
003108,2,0,0,2,3,5,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003109,2,1,0,3,0,3,True,True,False,V1_P1_C0,low,V1_P1_C0__low,train
003110,2,0,0,2,1,3,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003111,2,0,0,2,3,5,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003112,2,0,0,2,2,4,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003113,13,0,0,13,2,15,True,False,False,V1_P0_C0,high,V1_P0_C0__high,val
003114,3,7,5,15,2,17,True,True,True,V1_P1_C1,high,V1_P1_C1__high,train
003115,4,0,3,7,2,9,True,False,True,V1_P0_C1,high,V1_P0_C1__high,train
003116,8,0,0,8,1,9,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
003117,2,0,0,2,0,2,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003118,6,4,0,10,5,15,True,True,False,V1_P1_C0,high,V1_P1_C0__high,train
003119,4,0,0,4,0,4,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
003120,15,1,0,16,4,20,True,True,False,V1_P1_C0,high,V1_P1_C0__high,train
003121,0,1,0,1,0,1,False,True,False,V0_P1_C0,low,V0_P1_C0__low,train
003122,0,1,0,1,0,1,False,True,False,V0_P1_C0,low,V0_P1_C0__low,train
003123,1,0,0,1,3,4,True,False,False,V1_P0_C0,low,V1_P0_C0__low,val
003124,7,1,0,8,2,10,True,True,False,V1_P1_C0,high,V1_P1_C0__high,train
003125,1,0,0,1,1,2,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003126,2,0,1,3,1,4,True,False,True,V1_P0_C1,low,V1_P0_C1__low,train
003127,4,0,0,4,1,5,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
003128,3,0,0,3,1,4,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003129,2,0,0,2,5,7,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003130,0,1,0,1,0,1,False,True,False,V0_P1_C0,low,V0_P1_C0__low,val
003131,9,0,0,9,6,15,True,False,False,V1_P0_C0,high,V1_P0_C0__high,val
003132,15,0,0,15,2,17,True,False,False,V1_P0_C0,high,V1_P0_C0__high,val
003133,1,3,0,4,1,5,True,True,False,V1_P1_C0,medium,V1_P1_C0__medium,train
003134,0,1,0,1,0,1,False,True,False,V0_P1_C0,low,V0_P1_C0__low,train
003135,5,0,2,7,2,9,True,False,True,V1_P0_C1,high,V1_P0_C1__high,val
003136,4,0,0,4,4,8,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
003137,3,0,0,3,0,3,True,False,False,V1_P0_C0,low,V1_P0_C0__low,val
003138,8,0,0,8,1,9,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
003139,5,0,0,5,2,7,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
003140,1,1,0,2,3,5,True,True,False,V1_P1_C0,low,V1_P1_C0__low,train
003141,6,2,0,8,2,10,True,True,False,V1_P1_C0,high,V1_P1_C0__high,train
003142,5,0,0,5,3,8,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
003143,4,0,0,4,3,7,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
003144,2,0,0,2,0,2,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003145,1,0,0,1,0,1,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003146,5,2,0,7,3,10,True,True,False,V1_P1_C0,high,V1_P1_C0__high,train
003147,8,1,0,9,7,16,True,True,False,V1_P1_C0,high,V1_P1_C0__high,train
003148,3,0,1,4,3,7,True,False,True,V1_P0_C1,medium,V1_P0_C1__medium,val
003149,0,3,0,3,2,5,False,True,False,V0_P1_C0,low,V0_P1_C0__low,train
003150,5,0,0,5,1,6,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
003151,6,0,0,6,2,8,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
003152,1,0,0,1,0,1,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003153,1,0,0,1,2,3,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003154,3,0,0,3,1,4,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003155,2,1,0,3,1,4,True,True,False,V1_P1_C0,low,V1_P1_C0__low,val
003156,2,2,1,5,5,10,True,True,True,V1_P1_C1,medium,V1_P1_C1__medium,train
003157,3,0,1,4,1,5,True,False,True,V1_P0_C1,medium,V1_P0_C1__medium,train
003158,1,0,1,2,1,3,True,False,True,V1_P0_C1,low,V1_P0_C1__low,val
003159,7,2,0,9,3,12,True,True,False,V1_P1_C0,high,V1_P1_C0__high,val
003160,8,0,0,8,3,11,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
003161,1,0,0,1,2,3,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003162,0,1,0,1,0,1,False,True,False,V0_P1_C0,low,V0_P1_C0__low,train
003163,13,1,0,14,1,15,True,True,False,V1_P1_C0,high,V1_P1_C0__high,val
003164,0,1,0,1,0,1,False,True,False,V0_P1_C0,low,V0_P1_C0__low,train
003165,3,0,0,3,1,4,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003166,1,1,0,2,0,2,True,True,False,V1_P1_C0,low,V1_P1_C0__low,train
003167,7,0,0,7,2,9,True,False,False,V1_P0_C0,high,V1_P0_C0__high,val
003168,3,0,0,3,0,3,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003169,13,0,0,13,0,13,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
003170,5,0,0,5,1,6,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
003171,0,2,0,2,0,2,False,True,False,V0_P1_C0,low,V0_P1_C0__low,train
003172,7,1,0,8,1,9,True,True,False,V1_P1_C0,high,V1_P1_C0__high,train
003173,5,0,0,5,1,6,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
003174,1,0,0,1,0,1,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003175,3,0,0,3,0,3,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003176,6,0,0,6,3,9,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
003177,0,1,0,1,0,1,False,True,False,V0_P1_C0,low,V0_P1_C0__low,train
003178,2,1,1,4,2,6,True,True,True,V1_P1_C1,medium,V1_P1_C1__medium,train
003179,3,0,1,4,4,8,True,False,True,V1_P0_C1,medium,V1_P0_C1__medium,train
003180,2,0,0,2,2,4,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003181,4,0,0,4,3,7,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
003182,2,1,0,3,1,4,True,True,False,V1_P1_C0,low,V1_P1_C0__low,train
003183,2,1,0,3,2,5,True,True,False,V1_P1_C0,low,V1_P1_C0__low,train
003184,3,0,0,3,1,4,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003185,0,1,0,1,0,1,False,True,False,V0_P1_C0,low,V0_P1_C0__low,train
003186,2,0,0,2,0,2,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003187,6,0,0,6,1,7,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
003188,1,0,0,1,0,1,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003189,1,0,0,1,1,2,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003190,3,0,0,3,2,5,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003191,2,0,0,2,1,3,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003192,8,0,0,8,1,9,True,False,False,V1_P0_C0,high,V1_P0_C0__high,val
003193,0,1,0,1,0,1,False,True,False,V0_P1_C0,low,V0_P1_C0__low,train
003194,10,0,0,10,2,12,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
003195,4,1,0,5,3,8,True,True,False,V1_P1_C0,medium,V1_P1_C0__medium,train
003196,2,0,0,2,1,3,True,False,False,V1_P0_C0,low,V1_P0_C0__low,val
003197,13,0,1,14,2,16,True,False,True,V1_P0_C1,high,V1_P0_C1__high,train
003198,1,0,0,1,3,4,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003199,1,14,0,15,3,18,True,True,False,V1_P1_C0,high,V1_P1_C0__high,train
003200,6,0,0,6,0,6,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
003201,2,0,0,2,3,5,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003202,0,1,0,1,2,3,False,True,False,V0_P1_C0,low,V0_P1_C0__low,train
003203,8,0,0,8,5,13,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
003204,2,0,0,2,0,2,True,False,False,V1_P0_C0,low,V1_P0_C0__low,val
003205,2,0,0,2,0,2,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003206,10,2,0,12,0,12,True,True,False,V1_P1_C0,high,V1_P1_C0__high,train
003207,1,1,0,2,3,5,True,True,False,V1_P1_C0,low,V1_P1_C0__low,val
003208,7,0,0,7,2,9,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
003209,7,0,0,7,6,13,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
003210,1,0,1,2,2,4,True,False,True,V1_P0_C1,low,V1_P0_C1__low,train
003211,9,0,0,9,1,10,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
003212,4,0,0,4,0,4,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
003213,7,0,0,7,1,8,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
003214,9,0,0,9,2,11,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
003215,5,0,0,5,0,5,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
003216,7,0,0,7,4,11,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
003217,2,0,0,2,2,4,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003218,2,0,0,2,5,7,True,False,False,V1_P0_C0,low,V1_P0_C0__low,val
003219,20,0,1,21,1,22,True,False,True,V1_P0_C1,high,V1_P0_C1__high,train
003220,2,0,0,2,0,2,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003221,0,1,0,1,0,1,False,True,False,V0_P1_C0,low,V0_P1_C0__low,train
003222,2,0,1,3,6,9,True,False,True,V1_P0_C1,low,V1_P0_C1__low,train
003223,2,0,0,2,0,2,True,False,False,V1_P0_C0,low,V1_P0_C0__low,val
003224,9,0,0,9,6,15,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
003225,6,0,0,6,1,7,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
003226,3,0,0,3,3,6,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003227,7,0,0,7,1,8,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
003228,6,0,0,6,1,7,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
003229,2,9,0,11,4,15,True,True,False,V1_P1_C0,high,V1_P1_C0__high,train
003230,5,0,0,5,1,6,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
003231,7,0,0,7,2,9,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
003232,1,7,0,8,4,12,True,True,False,V1_P1_C0,high,V1_P1_C0__high,train
003233,1,6,0,7,3,10,True,True,False,V1_P1_C0,high,V1_P1_C0__high,train
003234,7,0,0,7,1,8,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
003235,0,3,1,4,3,7,False,True,True,V0_P1_C1,medium,V0_P1_C1__medium,train
003236,7,0,0,7,4,11,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
003237,11,1,1,13,3,16,True,True,True,V1_P1_C1,high,V1_P1_C1__high,train
003238,3,4,0,7,1,8,True,True,False,V1_P1_C0,high,V1_P1_C0__high,train
003239,5,0,0,5,0,5,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
003240,10,0,0,10,2,12,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
003241,4,0,0,4,2,6,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
003242,1,0,0,1,0,1,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003243,1,0,0,1,1,2,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003244,4,0,1,5,4,9,True,False,True,V1_P0_C1,medium,V1_P0_C1__medium,train
003245,2,0,0,2,6,8,True,False,False,V1_P0_C0,low,V1_P0_C0__low,val
003246,4,0,0,4,5,9,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
003247,0,1,0,1,0,1,False,True,False,V0_P1_C0,low,V0_P1_C0__low,train
003248,1,0,0,1,0,1,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003249,0,7,0,7,3,10,False,True,False,V0_P1_C0,high,V0_P1_C0__high,train
003250,1,1,0,2,5,7,True,True,False,V1_P1_C0,low,V1_P1_C0__low,val
003251,1,0,1,2,2,4,True,False,True,V1_P0_C1,low,V1_P0_C1__low,train
003252,5,0,0,5,2,7,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
003253,3,0,0,3,3,6,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003254,4,0,1,5,2,7,True,False,True,V1_P0_C1,medium,V1_P0_C1__medium,val
003255,4,0,0,4,2,6,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,val
003256,0,2,0,2,3,5,False,True,False,V0_P1_C0,low,V0_P1_C0__low,train
003257,4,2,0,6,0,6,True,True,False,V1_P1_C0,medium,V1_P1_C0__medium,train
003258,1,0,1,2,4,6,True,False,True,V1_P0_C1,low,V1_P0_C1__low,val
003259,1,0,0,1,3,4,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003260,9,1,1,11,2,13,True,True,True,V1_P1_C1,high,V1_P1_C1__high,train
003261,2,0,0,2,4,6,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003262,4,0,0,4,3,7,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
003263,3,0,0,3,0,3,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003264,3,1,0,4,2,6,True,True,False,V1_P1_C0,medium,V1_P1_C0__medium,train
003265,5,0,0,5,0,5,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,val
003266,1,0,0,1,0,1,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003267,6,2,0,8,5,13,True,True,False,V1_P1_C0,high,V1_P1_C0__high,train
003268,5,0,0,5,2,7,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,val
003269,0,1,0,1,0,1,False,True,False,V0_P1_C0,low,V0_P1_C0__low,train
003270,3,0,0,3,1,4,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003271,3,0,0,3,1,4,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003272,3,0,0,3,1,4,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003273,6,0,0,6,2,8,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
003274,11,0,0,11,2,13,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
003275,5,0,0,5,2,7,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
003276,2,0,0,2,2,4,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003277,0,1,0,1,0,1,False,True,False,V0_P1_C0,low,V0_P1_C0__low,train
003278,6,0,0,6,0,6,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
003279,3,0,0,3,0,3,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003280,6,0,0,6,3,9,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
003281,5,0,0,5,0,5,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
003282,1,1,0,2,4,6,True,True,False,V1_P1_C0,low,V1_P1_C0__low,val
003283,9,0,1,10,1,11,True,False,True,V1_P0_C1,high,V1_P0_C1__high,train
003284,5,0,0,5,2,7,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
003285,4,0,0,4,1,5,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,val
003286,5,1,0,6,3,9,True,True,False,V1_P1_C0,medium,V1_P1_C0__medium,val
003287,3,0,1,4,0,4,True,False,True,V1_P0_C1,medium,V1_P0_C1__medium,train
003288,12,0,0,12,1,13,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
003289,6,2,1,9,3,12,True,True,True,V1_P1_C1,high,V1_P1_C1__high,train
003290,1,0,0,1,3,4,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003291,5,0,0,5,2,7,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
003292,1,0,0,1,1,2,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003293,4,0,0,4,2,6,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
003294,1,4,1,6,11,17,True,True,True,V1_P1_C1,medium,V1_P1_C1__medium,val
003295,0,1,0,1,0,1,False,True,False,V0_P1_C0,low,V0_P1_C0__low,train
003296,3,0,3,6,5,11,True,False,True,V1_P0_C1,medium,V1_P0_C1__medium,val
003297,1,0,0,1,1,2,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003298,5,2,0,7,5,12,True,True,False,V1_P1_C0,high,V1_P1_C0__high,train
003299,12,0,0,12,1,13,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
003300,4,0,0,4,4,8,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
003301,13,0,0,13,3,16,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
003302,4,1,1,6,0,6,True,True,True,V1_P1_C1,medium,V1_P1_C1__medium,val
003303,5,0,0,5,1,6,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
003304,11,0,0,11,4,15,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
003305,4,0,0,4,0,4,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,val
003306,2,3,0,5,4,9,True,True,False,V1_P1_C0,medium,V1_P1_C0__medium,train
003307,0,1,0,1,0,1,False,True,False,V0_P1_C0,low,V0_P1_C0__low,train
003308,5,0,0,5,2,7,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
003309,16,2,0,18,2,20,True,True,False,V1_P1_C0,high,V1_P1_C0__high,train
003310,11,0,1,12,2,14,True,False,True,V1_P0_C1,high,V1_P0_C1__high,train
003311,8,1,1,10,3,13,True,True,True,V1_P1_C1,high,V1_P1_C1__high,train
003312,5,0,0,5,2,7,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
003313,4,0,2,6,2,8,True,False,True,V1_P0_C1,medium,V1_P0_C1__medium,train
003314,6,0,0,6,1,7,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
003315,0,1,0,1,0,1,False,True,False,V0_P1_C0,low,V0_P1_C0__low,train
003316,2,0,0,2,0,2,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003317,10,0,0,10,2,12,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
003318,1,0,0,1,3,4,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003319,4,0,0,4,0,4,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
003320,6,0,0,6,0,6,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
003321,0,1,0,1,0,1,False,True,False,V0_P1_C0,low,V0_P1_C0__low,val
003322,2,0,0,2,3,5,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003323,7,2,0,9,2,11,True,True,False,V1_P1_C0,high,V1_P1_C0__high,train
003324,1,2,0,3,0,3,True,True,False,V1_P1_C0,low,V1_P1_C0__low,val
003325,5,0,0,5,2,7,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,val
003326,1,0,0,1,2,3,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003327,3,0,0,3,0,3,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003328,6,0,0,6,1,7,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,val
003329,1,2,1,4,6,10,True,True,True,V1_P1_C1,medium,V1_P1_C1__medium,val
003330,0,1,0,1,0,1,False,True,False,V0_P1_C0,low,V0_P1_C0__low,val
003331,0,1,0,1,0,1,False,True,False,V0_P1_C0,low,V0_P1_C0__low,train
003332,3,0,0,3,1,4,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003333,0,1,0,1,0,1,False,True,False,V0_P1_C0,low,V0_P1_C0__low,train
003334,7,0,0,7,4,11,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
003335,12,0,0,12,0,12,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
003336,5,1,0,6,3,9,True,True,False,V1_P1_C0,medium,V1_P1_C0__medium,train
003337,7,0,0,7,2,9,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
003338,8,0,0,8,3,11,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
003339,0,1,0,1,0,1,False,True,False,V0_P1_C0,low,V0_P1_C0__low,train
003340,4,0,0,4,2,6,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
003341,10,0,0,10,2,12,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
003342,5,0,0,5,0,5,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
003343,4,0,0,4,3,7,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
003344,14,0,0,14,0,14,True,False,False,V1_P0_C0,high,V1_P0_C0__high,val
003345,5,0,0,5,2,7,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
003346,5,0,0,5,2,7,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
003347,4,0,0,4,5,9,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
003348,1,0,0,1,1,2,True,False,False,V1_P0_C0,low,V1_P0_C0__low,val
003349,0,1,0,1,0,1,False,True,False,V0_P1_C0,low,V0_P1_C0__low,train
003350,3,0,0,3,1,4,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003351,3,0,0,3,1,4,True,False,False,V1_P0_C0,low,V1_P0_C0__low,val
003352,5,0,0,5,1,6,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
003353,9,0,0,9,3,12,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
003354,1,0,0,1,1,2,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003355,7,0,0,7,1,8,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
003356,17,2,0,19,0,19,True,True,False,V1_P1_C0,high,V1_P1_C0__high,train
003357,7,0,0,7,1,8,True,False,False,V1_P0_C0,high,V1_P0_C0__high,train
003358,5,0,0,5,1,6,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
003359,1,3,0,4,4,8,True,True,False,V1_P1_C0,medium,V1_P1_C0__medium,val
003360,2,0,0,2,5,7,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
003361,5,0,0,5,3,8,True,False,False,V1_P0_C0,medium,V1_P0_C0__medium,train
003362,1,0,0,1,4,5,True,False,False,V1_P0_C0,low,V1_P0_C0__low,train
