global_image_id,canonical_image_key,dataset,partition,experimental_role,source_image_id,source_image_path,source_annotation_path,source_annotation_key,source_calibration_path,source_raw_annotation_path,source_width,source_height,source_extension,output_filename,output_relative_path,target_box_count,vehicle_count,pedestrian_count,cyclist_count,ignored_box_count,is_negative,segment_id,frame_timestamp_micros,camera_name,time_of_day,weather,location,density_group,sampling_rule
5249,kitti_005248,KITTI,train,model_training,005248,data/kitti/raw/training/image_2/005248.png,data/kitti/raw/training/label_2/005248.txt,005248,data/kitti/raw/training/calib/005248.txt,data/kitti/raw/training/label_2/005248.txt,1242,375,.png,005248.png,images/kitti/train/005248.png,7,3,4,0,0,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5250,kitti_005249,KITTI,train,model_training,005249,data/kitti/raw/training/image_2/005249.png,data/kitti/raw/training/label_2/005249.txt,005249,data/kitti/raw/training/calib/005249.txt,data/kitti/raw/training/label_2/005249.txt,1242,375,.png,005249.png,images/kitti/train/005249.png,4,4,0,0,2,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5251,kitti_005250,KITTI,train,model_training,005250,data/kitti/raw/training/image_2/005250.png,data/kitti/raw/training/label_2/005250.txt,005250,data/kitti/raw/training/calib/005250.txt,data/kitti/raw/training/label_2/005250.txt,1242,375,.png,005250.png,images/kitti/train/005250.png,9,9,0,0,1,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5252,kitti_005251,KITTI,train,model_training,005251,data/kitti/raw/training/image_2/005251.png,data/kitti/raw/training/label_2/005251.txt,005251,data/kitti/raw/training/calib/005251.txt,data/kitti/raw/training/label_2/005251.txt,1242,375,.png,005251.png,images/kitti/train/005251.png,11,11,0,0,3,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5253,kitti_005252,KITTI,val,in_domain_validation,005252,data/kitti/raw/training/image_2/005252.png,data/kitti/raw/training/label_2/005252.txt,005252,data/kitti/raw/training/calib/005252.txt,data/kitti/raw/training/label_2/005252.txt,1242,375,.png,005252.png,images/kitti/val/005252.png,2,2,0,0,0,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5254,kitti_005253,KITTI,train,model_training,005253,data/kitti/raw/training/image_2/005253.png,data/kitti/raw/training/label_2/005253.txt,005253,data/kitti/raw/training/calib/005253.txt,data/kitti/raw/training/label_2/005253.txt,1242,375,.png,005253.png,images/kitti/train/005253.png,10,10,0,0,2,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5255,kitti_005254,KITTI,train,model_training,005254,data/kitti/raw/training/image_2/005254.png,data/kitti/raw/training/label_2/005254.txt,005254,data/kitti/raw/training/calib/005254.txt,data/kitti/raw/training/label_2/005254.txt,1242,375,.png,005254.png,images/kitti/train/005254.png,2,2,0,0,0,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5256,kitti_005255,KITTI,train,model_training,005255,data/kitti/raw/training/image_2/005255.png,data/kitti/raw/training/label_2/005255.txt,005255,data/kitti/raw/training/calib/005255.txt,data/kitti/raw/training/label_2/005255.txt,1242,375,.png,005255.png,images/kitti/train/005255.png,7,7,0,0,2,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5257,kitti_005256,KITTI,train,model_training,005256,data/kitti/raw/training/image_2/005256.png,data/kitti/raw/training/label_2/005256.txt,005256,data/kitti/raw/training/calib/005256.txt,data/kitti/raw/training/label_2/005256.txt,1242,375,.png,005256.png,images/kitti/train/005256.png,3,3,0,0,2,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5258,kitti_005257,KITTI,train,model_training,005257,data/kitti/raw/training/image_2/005257.png,data/kitti/raw/training/label_2/005257.txt,005257,data/kitti/raw/training/calib/005257.txt,data/kitti/raw/training/label_2/005257.txt,1242,375,.png,005257.png,images/kitti/train/005257.png,4,4,0,0,0,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5259,kitti_005258,KITTI,train,model_training,005258,data/kitti/raw/training/image_2/005258.png,data/kitti/raw/training/label_2/005258.txt,005258,data/kitti/raw/training/calib/005258.txt,data/kitti/raw/training/label_2/005258.txt,1242,375,.png,005258.png,images/kitti/train/005258.png,4,0,4,0,3,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5260,kitti_005259,KITTI,train,model_training,005259,data/kitti/raw/training/image_2/005259.png,data/kitti/raw/training/label_2/005259.txt,005259,data/kitti/raw/training/calib/005259.txt,data/kitti/raw/training/label_2/005259.txt,1224,370,.png,005259.png,images/kitti/train/005259.png,6,4,2,0,1,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5261,kitti_005260,KITTI,train,model_training,005260,data/kitti/raw/training/image_2/005260.png,data/kitti/raw/training/label_2/005260.txt,005260,data/kitti/raw/training/calib/005260.txt,data/kitti/raw/training/label_2/005260.txt,1241,376,.png,005260.png,images/kitti/train/005260.png,9,9,0,0,1,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5262,kitti_005261,KITTI,val,in_domain_validation,005261,data/kitti/raw/training/image_2/005261.png,data/kitti/raw/training/label_2/005261.txt,005261,data/kitti/raw/training/calib/005261.txt,data/kitti/raw/training/label_2/005261.txt,1242,375,.png,005261.png,images/kitti/val/005261.png,5,5,0,0,4,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5263,kitti_005262,KITTI,train,model_training,005262,data/kitti/raw/training/image_2/005262.png,data/kitti/raw/training/label_2/005262.txt,005262,data/kitti/raw/training/calib/005262.txt,data/kitti/raw/training/label_2/005262.txt,1242,375,.png,005262.png,images/kitti/train/005262.png,1,1,0,0,4,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5264,kitti_005263,KITTI,train,model_training,005263,data/kitti/raw/training/image_2/005263.png,data/kitti/raw/training/label_2/005263.txt,005263,data/kitti/raw/training/calib/005263.txt,data/kitti/raw/training/label_2/005263.txt,1242,375,.png,005263.png,images/kitti/train/005263.png,3,2,1,0,1,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5265,kitti_005264,KITTI,train,model_training,005264,data/kitti/raw/training/image_2/005264.png,data/kitti/raw/training/label_2/005264.txt,005264,data/kitti/raw/training/calib/005264.txt,data/kitti/raw/training/label_2/005264.txt,1242,375,.png,005264.png,images/kitti/train/005264.png,6,6,0,0,0,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5266,kitti_005265,KITTI,train,model_training,005265,data/kitti/raw/training/image_2/005265.png,data/kitti/raw/training/label_2/005265.txt,005265,data/kitti/raw/training/calib/005265.txt,data/kitti/raw/training/label_2/005265.txt,1242,375,.png,005265.png,images/kitti/train/005265.png,5,5,0,0,0,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5267,kitti_005266,KITTI,val,in_domain_validation,005266,data/kitti/raw/training/image_2/005266.png,data/kitti/raw/training/label_2/005266.txt,005266,data/kitti/raw/training/calib/005266.txt,data/kitti/raw/training/label_2/005266.txt,1242,375,.png,005266.png,images/kitti/val/005266.png,5,5,0,0,4,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5268,kitti_005267,KITTI,train,model_training,005267,data/kitti/raw/training/image_2/005267.png,data/kitti/raw/training/label_2/005267.txt,005267,data/kitti/raw/training/calib/005267.txt,data/kitti/raw/training/label_2/005267.txt,1242,375,.png,005267.png,images/kitti/train/005267.png,3,2,1,0,0,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5269,kitti_005268,KITTI,train,model_training,005268,data/kitti/raw/training/image_2/005268.png,data/kitti/raw/training/label_2/005268.txt,005268,data/kitti/raw/training/calib/005268.txt,data/kitti/raw/training/label_2/005268.txt,1242,375,.png,005268.png,images/kitti/train/005268.png,2,2,0,0,3,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5270,kitti_005269,KITTI,train,model_training,005269,data/kitti/raw/training/image_2/005269.png,data/kitti/raw/training/label_2/005269.txt,005269,data/kitti/raw/training/calib/005269.txt,data/kitti/raw/training/label_2/005269.txt,1242,375,.png,005269.png,images/kitti/train/005269.png,6,6,0,0,3,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5271,kitti_005270,KITTI,train,model_training,005270,data/kitti/raw/training/image_2/005270.png,data/kitti/raw/training/label_2/005270.txt,005270,data/kitti/raw/training/calib/005270.txt,data/kitti/raw/training/label_2/005270.txt,1242,375,.png,005270.png,images/kitti/train/005270.png,2,1,1,0,2,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5272,kitti_005271,KITTI,val,in_domain_validation,005271,data/kitti/raw/training/image_2/005271.png,data/kitti/raw/training/label_2/005271.txt,005271,data/kitti/raw/training/calib/005271.txt,data/kitti/raw/training/label_2/005271.txt,1242,375,.png,005271.png,images/kitti/val/005271.png,4,3,0,1,1,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5273,kitti_005272,KITTI,train,model_training,005272,data/kitti/raw/training/image_2/005272.png,data/kitti/raw/training/label_2/005272.txt,005272,data/kitti/raw/training/calib/005272.txt,data/kitti/raw/training/label_2/005272.txt,1242,375,.png,005272.png,images/kitti/train/005272.png,5,5,0,0,0,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5274,kitti_005273,KITTI,val,in_domain_validation,005273,data/kitti/raw/training/image_2/005273.png,data/kitti/raw/training/label_2/005273.txt,005273,data/kitti/raw/training/calib/005273.txt,data/kitti/raw/training/label_2/005273.txt,1224,370,.png,005273.png,images/kitti/val/005273.png,5,4,0,1,2,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5275,kitti_005274,KITTI,train,model_training,005274,data/kitti/raw/training/image_2/005274.png,data/kitti/raw/training/label_2/005274.txt,005274,data/kitti/raw/training/calib/005274.txt,data/kitti/raw/training/label_2/005274.txt,1242,375,.png,005274.png,images/kitti/train/005274.png,9,9,0,0,2,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5276,kitti_005275,KITTI,val,in_domain_validation,005275,data/kitti/raw/training/image_2/005275.png,data/kitti/raw/training/label_2/005275.txt,005275,data/kitti/raw/training/calib/005275.txt,data/kitti/raw/training/label_2/005275.txt,1242,375,.png,005275.png,images/kitti/val/005275.png,5,5,0,0,3,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5277,kitti_005276,KITTI,train,model_training,005276,data/kitti/raw/training/image_2/005276.png,data/kitti/raw/training/label_2/005276.txt,005276,data/kitti/raw/training/calib/005276.txt,data/kitti/raw/training/label_2/005276.txt,1242,375,.png,005276.png,images/kitti/train/005276.png,7,6,0,1,1,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5278,kitti_005277,KITTI,train,model_training,005277,data/kitti/raw/training/image_2/005277.png,data/kitti/raw/training/label_2/005277.txt,005277,data/kitti/raw/training/calib/005277.txt,data/kitti/raw/training/label_2/005277.txt,1242,375,.png,005277.png,images/kitti/train/005277.png,3,3,0,0,0,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5279,kitti_005278,KITTI,train,model_training,005278,data/kitti/raw/training/image_2/005278.png,data/kitti/raw/training/label_2/005278.txt,005278,data/kitti/raw/training/calib/005278.txt,data/kitti/raw/training/label_2/005278.txt,1242,375,.png,005278.png,images/kitti/train/005278.png,8,2,5,1,1,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5280,kitti_005279,KITTI,train,model_training,005279,data/kitti/raw/training/image_2/005279.png,data/kitti/raw/training/label_2/005279.txt,005279,data/kitti/raw/training/calib/005279.txt,data/kitti/raw/training/label_2/005279.txt,1242,375,.png,005279.png,images/kitti/train/005279.png,2,2,0,0,2,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5281,kitti_005280,KITTI,val,in_domain_validation,005280,data/kitti/raw/training/image_2/005280.png,data/kitti/raw/training/label_2/005280.txt,005280,data/kitti/raw/training/calib/005280.txt,data/kitti/raw/training/label_2/005280.txt,1242,375,.png,005280.png,images/kitti/val/005280.png,14,13,0,1,2,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5282,kitti_005281,KITTI,val,in_domain_validation,005281,data/kitti/raw/training/image_2/005281.png,data/kitti/raw/training/label_2/005281.txt,005281,data/kitti/raw/training/calib/005281.txt,data/kitti/raw/training/label_2/005281.txt,1242,375,.png,005281.png,images/kitti/val/005281.png,3,0,3,0,5,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5283,kitti_005282,KITTI,val,in_domain_validation,005282,data/kitti/raw/training/image_2/005282.png,data/kitti/raw/training/label_2/005282.txt,005282,data/kitti/raw/training/calib/005282.txt,data/kitti/raw/training/label_2/005282.txt,1242,375,.png,005282.png,images/kitti/val/005282.png,5,3,0,2,2,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5284,kitti_005283,KITTI,train,model_training,005283,data/kitti/raw/training/image_2/005283.png,data/kitti/raw/training/label_2/005283.txt,005283,data/kitti/raw/training/calib/005283.txt,data/kitti/raw/training/label_2/005283.txt,1242,375,.png,005283.png,images/kitti/train/005283.png,4,4,0,0,0,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5285,kitti_005284,KITTI,train,model_training,005284,data/kitti/raw/training/image_2/005284.png,data/kitti/raw/training/label_2/005284.txt,005284,data/kitti/raw/training/calib/005284.txt,data/kitti/raw/training/label_2/005284.txt,1242,375,.png,005284.png,images/kitti/train/005284.png,3,3,0,0,1,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5286,kitti_005285,KITTI,val,in_domain_validation,005285,data/kitti/raw/training/image_2/005285.png,data/kitti/raw/training/label_2/005285.txt,005285,data/kitti/raw/training/calib/005285.txt,data/kitti/raw/training/label_2/005285.txt,1242,375,.png,005285.png,images/kitti/val/005285.png,4,4,0,0,0,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5287,kitti_005286,KITTI,train,model_training,005286,data/kitti/raw/training/image_2/005286.png,data/kitti/raw/training/label_2/005286.txt,005286,data/kitti/raw/training/calib/005286.txt,data/kitti/raw/training/label_2/005286.txt,1242,375,.png,005286.png,images/kitti/train/005286.png,8,6,2,0,4,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5288,kitti_005287,KITTI,train,model_training,005287,data/kitti/raw/training/image_2/005287.png,data/kitti/raw/training/label_2/005287.txt,005287,data/kitti/raw/training/calib/005287.txt,data/kitti/raw/training/label_2/005287.txt,1242,375,.png,005287.png,images/kitti/train/005287.png,8,6,2,0,2,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5289,kitti_005288,KITTI,train,model_training,005288,data/kitti/raw/training/image_2/005288.png,data/kitti/raw/training/label_2/005288.txt,005288,data/kitti/raw/training/calib/005288.txt,data/kitti/raw/training/label_2/005288.txt,1242,375,.png,005288.png,images/kitti/train/005288.png,7,7,0,0,1,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5290,kitti_005289,KITTI,train,model_training,005289,data/kitti/raw/training/image_2/005289.png,data/kitti/raw/training/label_2/005289.txt,005289,data/kitti/raw/training/calib/005289.txt,data/kitti/raw/training/label_2/005289.txt,1242,375,.png,005289.png,images/kitti/train/005289.png,5,4,0,1,3,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5291,kitti_005290,KITTI,train,model_training,005290,data/kitti/raw/training/image_2/005290.png,data/kitti/raw/training/label_2/005290.txt,005290,data/kitti/raw/training/calib/005290.txt,data/kitti/raw/training/label_2/005290.txt,1242,375,.png,005290.png,images/kitti/train/005290.png,3,3,0,0,0,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5292,kitti_005291,KITTI,train,model_training,005291,data/kitti/raw/training/image_2/005291.png,data/kitti/raw/training/label_2/005291.txt,005291,data/kitti/raw/training/calib/005291.txt,data/kitti/raw/training/label_2/005291.txt,1224,370,.png,005291.png,images/kitti/train/005291.png,8,8,0,0,1,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5293,kitti_005292,KITTI,val,in_domain_validation,005292,data/kitti/raw/training/image_2/005292.png,data/kitti/raw/training/label_2/005292.txt,005292,data/kitti/raw/training/calib/005292.txt,data/kitti/raw/training/label_2/005292.txt,1242,375,.png,005292.png,images/kitti/val/005292.png,1,1,0,0,0,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5294,kitti_005293,KITTI,train,model_training,005293,data/kitti/raw/training/image_2/005293.png,data/kitti/raw/training/label_2/005293.txt,005293,data/kitti/raw/training/calib/005293.txt,data/kitti/raw/training/label_2/005293.txt,1242,375,.png,005293.png,images/kitti/train/005293.png,3,3,0,0,0,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5295,kitti_005294,KITTI,train,model_training,005294,data/kitti/raw/training/image_2/005294.png,data/kitti/raw/training/label_2/005294.txt,005294,data/kitti/raw/training/calib/005294.txt,data/kitti/raw/training/label_2/005294.txt,1242,375,.png,005294.png,images/kitti/train/005294.png,9,5,4,0,1,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5296,kitti_005295,KITTI,val,in_domain_validation,005295,data/kitti/raw/training/image_2/005295.png,data/kitti/raw/training/label_2/005295.txt,005295,data/kitti/raw/training/calib/005295.txt,data/kitti/raw/training/label_2/005295.txt,1242,375,.png,005295.png,images/kitti/val/005295.png,4,4,0,0,2,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5297,kitti_005296,KITTI,train,model_training,005296,data/kitti/raw/training/image_2/005296.png,data/kitti/raw/training/label_2/005296.txt,005296,data/kitti/raw/training/calib/005296.txt,data/kitti/raw/training/label_2/005296.txt,1242,375,.png,005296.png,images/kitti/train/005296.png,2,2,0,0,0,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5298,kitti_005297,KITTI,train,model_training,005297,data/kitti/raw/training/image_2/005297.png,data/kitti/raw/training/label_2/005297.txt,005297,data/kitti/raw/training/calib/005297.txt,data/kitti/raw/training/label_2/005297.txt,1242,375,.png,005297.png,images/kitti/train/005297.png,4,4,0,0,1,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5299,kitti_005298,KITTI,val,in_domain_validation,005298,data/kitti/raw/training/image_2/005298.png,data/kitti/raw/training/label_2/005298.txt,005298,data/kitti/raw/training/calib/005298.txt,data/kitti/raw/training/label_2/005298.txt,1242,375,.png,005298.png,images/kitti/val/005298.png,4,4,0,0,2,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5300,kitti_005299,KITTI,val,in_domain_validation,005299,data/kitti/raw/training/image_2/005299.png,data/kitti/raw/training/label_2/005299.txt,005299,data/kitti/raw/training/calib/005299.txt,data/kitti/raw/training/label_2/005299.txt,1242,375,.png,005299.png,images/kitti/val/005299.png,3,3,0,0,3,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5301,kitti_005300,KITTI,train,model_training,005300,data/kitti/raw/training/image_2/005300.png,data/kitti/raw/training/label_2/005300.txt,005300,data/kitti/raw/training/calib/005300.txt,data/kitti/raw/training/label_2/005300.txt,1242,375,.png,005300.png,images/kitti/train/005300.png,7,6,0,1,0,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5302,kitti_005301,KITTI,train,model_training,005301,data/kitti/raw/training/image_2/005301.png,data/kitti/raw/training/label_2/005301.txt,005301,data/kitti/raw/training/calib/005301.txt,data/kitti/raw/training/label_2/005301.txt,1224,370,.png,005301.png,images/kitti/train/005301.png,1,0,1,0,0,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5303,kitti_005302,KITTI,train,model_training,005302,data/kitti/raw/training/image_2/005302.png,data/kitti/raw/training/label_2/005302.txt,005302,data/kitti/raw/training/calib/005302.txt,data/kitti/raw/training/label_2/005302.txt,1242,375,.png,005302.png,images/kitti/train/005302.png,1,1,0,0,0,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5304,kitti_005303,KITTI,train,model_training,005303,data/kitti/raw/training/image_2/005303.png,data/kitti/raw/training/label_2/005303.txt,005303,data/kitti/raw/training/calib/005303.txt,data/kitti/raw/training/label_2/005303.txt,1242,375,.png,005303.png,images/kitti/train/005303.png,2,2,0,0,2,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5305,kitti_005304,KITTI,train,model_training,005304,data/kitti/raw/training/image_2/005304.png,data/kitti/raw/training/label_2/005304.txt,005304,data/kitti/raw/training/calib/005304.txt,data/kitti/raw/training/label_2/005304.txt,1242,375,.png,005304.png,images/kitti/train/005304.png,1,1,0,0,0,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5306,kitti_005305,KITTI,train,model_training,005305,data/kitti/raw/training/image_2/005305.png,data/kitti/raw/training/label_2/005305.txt,005305,data/kitti/raw/training/calib/005305.txt,data/kitti/raw/training/label_2/005305.txt,1238,374,.png,005305.png,images/kitti/train/005305.png,1,1,0,0,1,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5307,kitti_005306,KITTI,train,model_training,005306,data/kitti/raw/training/image_2/005306.png,data/kitti/raw/training/label_2/005306.txt,005306,data/kitti/raw/training/calib/005306.txt,data/kitti/raw/training/label_2/005306.txt,1242,375,.png,005306.png,images/kitti/train/005306.png,7,7,0,0,1,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5308,kitti_005307,KITTI,train,model_training,005307,data/kitti/raw/training/image_2/005307.png,data/kitti/raw/training/label_2/005307.txt,005307,data/kitti/raw/training/calib/005307.txt,data/kitti/raw/training/label_2/005307.txt,1242,375,.png,005307.png,images/kitti/train/005307.png,1,1,0,0,0,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5309,kitti_005308,KITTI,val,in_domain_validation,005308,data/kitti/raw/training/image_2/005308.png,data/kitti/raw/training/label_2/005308.txt,005308,data/kitti/raw/training/calib/005308.txt,data/kitti/raw/training/label_2/005308.txt,1242,375,.png,005308.png,images/kitti/val/005308.png,5,5,0,0,6,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5310,kitti_005309,KITTI,val,in_domain_validation,005309,data/kitti/raw/training/image_2/005309.png,data/kitti/raw/training/label_2/005309.txt,005309,data/kitti/raw/training/calib/005309.txt,data/kitti/raw/training/label_2/005309.txt,1242,375,.png,005309.png,images/kitti/val/005309.png,2,1,1,0,3,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5311,kitti_005310,KITTI,train,model_training,005310,data/kitti/raw/training/image_2/005310.png,data/kitti/raw/training/label_2/005310.txt,005310,data/kitti/raw/training/calib/005310.txt,data/kitti/raw/training/label_2/005310.txt,1242,375,.png,005310.png,images/kitti/train/005310.png,3,3,0,0,1,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5312,kitti_005311,KITTI,train,model_training,005311,data/kitti/raw/training/image_2/005311.png,data/kitti/raw/training/label_2/005311.txt,005311,data/kitti/raw/training/calib/005311.txt,data/kitti/raw/training/label_2/005311.txt,1242,375,.png,005311.png,images/kitti/train/005311.png,15,13,2,0,2,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5313,kitti_005312,KITTI,train,model_training,005312,data/kitti/raw/training/image_2/005312.png,data/kitti/raw/training/label_2/005312.txt,005312,data/kitti/raw/training/calib/005312.txt,data/kitti/raw/training/label_2/005312.txt,1242,375,.png,005312.png,images/kitti/train/005312.png,7,6,1,0,0,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5314,kitti_005313,KITTI,train,model_training,005313,data/kitti/raw/training/image_2/005313.png,data/kitti/raw/training/label_2/005313.txt,005313,data/kitti/raw/training/calib/005313.txt,data/kitti/raw/training/label_2/005313.txt,1242,375,.png,005313.png,images/kitti/train/005313.png,4,4,0,0,3,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5315,kitti_005314,KITTI,train,model_training,005314,data/kitti/raw/training/image_2/005314.png,data/kitti/raw/training/label_2/005314.txt,005314,data/kitti/raw/training/calib/005314.txt,data/kitti/raw/training/label_2/005314.txt,1242,375,.png,005314.png,images/kitti/train/005314.png,13,12,1,0,0,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5316,kitti_005315,KITTI,train,model_training,005315,data/kitti/raw/training/image_2/005315.png,data/kitti/raw/training/label_2/005315.txt,005315,data/kitti/raw/training/calib/005315.txt,data/kitti/raw/training/label_2/005315.txt,1242,375,.png,005315.png,images/kitti/train/005315.png,4,4,0,0,1,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5317,kitti_005316,KITTI,train,model_training,005316,data/kitti/raw/training/image_2/005316.png,data/kitti/raw/training/label_2/005316.txt,005316,data/kitti/raw/training/calib/005316.txt,data/kitti/raw/training/label_2/005316.txt,1242,375,.png,005316.png,images/kitti/train/005316.png,7,6,1,0,5,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5318,kitti_005317,KITTI,train,model_training,005317,data/kitti/raw/training/image_2/005317.png,data/kitti/raw/training/label_2/005317.txt,005317,data/kitti/raw/training/calib/005317.txt,data/kitti/raw/training/label_2/005317.txt,1224,370,.png,005317.png,images/kitti/train/005317.png,1,0,1,0,0,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5319,kitti_005318,KITTI,train,model_training,005318,data/kitti/raw/training/image_2/005318.png,data/kitti/raw/training/label_2/005318.txt,005318,data/kitti/raw/training/calib/005318.txt,data/kitti/raw/training/label_2/005318.txt,1241,376,.png,005318.png,images/kitti/train/005318.png,8,8,0,0,2,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5320,kitti_005319,KITTI,val,in_domain_validation,005319,data/kitti/raw/training/image_2/005319.png,data/kitti/raw/training/label_2/005319.txt,005319,data/kitti/raw/training/calib/005319.txt,data/kitti/raw/training/label_2/005319.txt,1242,375,.png,005319.png,images/kitti/val/005319.png,6,6,0,0,2,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5321,kitti_005320,KITTI,train,model_training,005320,data/kitti/raw/training/image_2/005320.png,data/kitti/raw/training/label_2/005320.txt,005320,data/kitti/raw/training/calib/005320.txt,data/kitti/raw/training/label_2/005320.txt,1242,375,.png,005320.png,images/kitti/train/005320.png,13,13,0,0,1,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5322,kitti_005321,KITTI,train,model_training,005321,data/kitti/raw/training/image_2/005321.png,data/kitti/raw/training/label_2/005321.txt,005321,data/kitti/raw/training/calib/005321.txt,data/kitti/raw/training/label_2/005321.txt,1241,376,.png,005321.png,images/kitti/train/005321.png,11,11,0,0,0,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5323,kitti_005322,KITTI,val,in_domain_validation,005322,data/kitti/raw/training/image_2/005322.png,data/kitti/raw/training/label_2/005322.txt,005322,data/kitti/raw/training/calib/005322.txt,data/kitti/raw/training/label_2/005322.txt,1242,375,.png,005322.png,images/kitti/val/005322.png,4,4,0,0,2,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
5324,kitti_005323,KITTI,train,model_training,005323,data/kitti/raw/training/image_2/005323.png,data/kitti/raw/training/label_2/005323.txt,005323,data/kitti/raw/training/calib/005323.txt,data/kitti/raw/training/label_2/005323.txt,1242,375,.png,005323.png,images/kitti/train/005323.png,2,1,0,1,1,false,,,LEFT_COLOR_IMAGE_2,,,,,official_labeled_image
