image_id,final_segment_number,segment_id,frame_timestamp_micros,camera_id,camera_name,source_front_frame_index,selected_frame_number_in_segment,image_filename,relative_image_path,image_width,image_height,number_of_target_boxes,vehicle_count,pedestrian_count,cyclist_count,time_of_day,weather,location,density_group,sampling_rule
3126522626440597519_806_440_826_440_1511046961007000,12,3126522626440597519_806_440_826_440,1511046961007000,1,FRONT,55,12,1511046961007000.jpg,images/front/3126522626440597519_806_440_826_440/1511046961007000.jpg,1920,1280,13,10,0,3,Day,sunny,location_phx,low,every_5th_front_frame_starting_at_first
3126522626440597519_806_440_826_440_1511046961507183,12,3126522626440597519_806_440_826_440,1511046961507183,1,FRONT,60,13,1511046961507183.jpg,images/front/3126522626440597519_806_440_826_440/1511046961507183.jpg,1920,1280,13,10,0,3,Day,sunny,location_phx,low,every_5th_front_frame_starting_at_first
3126522626440597519_806_440_826_440_1511046962007484,12,3126522626440597519_806_440_826_440,1511046962007484,1,FRONT,65,14,1511046962007484.jpg,images/front/3126522626440597519_806_440_826_440/1511046962007484.jpg,1920,1280,13,9,0,4,Day,sunny,location_phx,low,every_5th_front_frame_starting_at_first
3126522626440597519_806_440_826_440_1511046962507395,12,3126522626440597519_806_440_826_440,1511046962507395,1,FRONT,70,15,1511046962507395.jpg,images/front/3126522626440597519_806_440_826_440/1511046962507395.jpg,1920,1280,13,9,0,4,Day,sunny,location_phx,low,every_5th_front_frame_starting_at_first
3126522626440597519_806_440_826_440_1511046963007286,12,3126522626440597519_806_440_826_440,1511046963007286,1,FRONT,75,16,1511046963007286.jpg,images/front/3126522626440597519_806_440_826_440/1511046963007286.jpg,1920,1280,13,9,0,4,Day,sunny,location_phx,low,every_5th_front_frame_starting_at_first
3126522626440597519_806_440_826_440_1511046963506911,12,3126522626440597519_806_440_826_440,1511046963506911,1,FRONT,80,17,1511046963506911.jpg,images/front/3126522626440597519_806_440_826_440/1511046963506911.jpg,1920,1280,13,9,0,4,Day,sunny,location_phx,low,every_5th_front_frame_starting_at_first
3126522626440597519_806_440_826_440_1511046964006689,12,3126522626440597519_806_440_826_440,1511046964006689,1,FRONT,85,18,1511046964006689.jpg,images/front/3126522626440597519_806_440_826_440/1511046964006689.jpg,1920,1280,13,9,0,4,Day,sunny,location_phx,low,every_5th_front_frame_starting_at_first
3126522626440597519_806_440_826_440_1511046964506662,12,3126522626440597519_806_440_826_440,1511046964506662,1,FRONT,90,19,1511046964506662.jpg,images/front/3126522626440597519_806_440_826_440/1511046964506662.jpg,1920,1280,13,9,0,4,Day,sunny,location_phx,low,every_5th_front_frame_starting_at_first
3126522626440597519_806_440_826_440_1511046965006554,12,3126522626440597519_806_440_826_440,1511046965006554,1,FRONT,95,20,1511046965006554.jpg,images/front/3126522626440597519_806_440_826_440/1511046965006554.jpg,1920,1280,13,9,0,4,Day,sunny,location_phx,low,every_5th_front_frame_starting_at_first
3126522626440597519_806_440_826_440_1511046965506526,12,3126522626440597519_806_440_826_440,1511046965506526,1,FRONT,100,21,1511046965506526.jpg,images/front/3126522626440597519_806_440_826_440/1511046965506526.jpg,1920,1280,13,9,0,4,Day,sunny,location_phx,low,every_5th_front_frame_starting_at_first
3126522626440597519_806_440_826_440_1511046966006467,12,3126522626440597519_806_440_826_440,1511046966006467,1,FRONT,105,22,1511046966006467.jpg,images/front/3126522626440597519_806_440_826_440/1511046966006467.jpg,1920,1280,13,9,0,4,Day,sunny,location_phx,low,every_5th_front_frame_starting_at_first
3126522626440597519_806_440_826_440_1511046966506391,12,3126522626440597519_806_440_826_440,1511046966506391,1,FRONT,110,23,1511046966506391.jpg,images/front/3126522626440597519_806_440_826_440/1511046966506391.jpg,1920,1280,13,9,0,4,Day,sunny,location_phx,low,every_5th_front_frame_starting_at_first
3126522626440597519_806_440_826_440_1511046967006362,12,3126522626440597519_806_440_826_440,1511046967006362,1,FRONT,115,24,1511046967006362.jpg,images/front/3126522626440597519_806_440_826_440/1511046967006362.jpg,1920,1280,13,9,0,4,Day,sunny,location_phx,low,every_5th_front_frame_starting_at_first
3126522626440597519_806_440_826_440_1511046967506412,12,3126522626440597519_806_440_826_440,1511046967506412,1,FRONT,120,25,1511046967506412.jpg,images/front/3126522626440597519_806_440_826_440/1511046967506412.jpg,1920,1280,13,9,0,4,Day,sunny,location_phx,low,every_5th_front_frame_starting_at_first
3126522626440597519_806_440_826_440_1511046968006331,12,3126522626440597519_806_440_826_440,1511046968006331,1,FRONT,125,26,1511046968006331.jpg,images/front/3126522626440597519_806_440_826_440/1511046968006331.jpg,1920,1280,13,9,0,4,Day,sunny,location_phx,low,every_5th_front_frame_starting_at_first
3126522626440597519_806_440_826_440_1511046968506223,12,3126522626440597519_806_440_826_440,1511046968506223,1,FRONT,130,27,1511046968506223.jpg,images/front/3126522626440597519_806_440_826_440/1511046968506223.jpg,1920,1280,13,9,0,4,Day,sunny,location_phx,low,every_5th_front_frame_starting_at_first
3126522626440597519_806_440_826_440_1511046969006217,12,3126522626440597519_806_440_826_440,1511046969006217,1,FRONT,135,28,1511046969006217.jpg,images/front/3126522626440597519_806_440_826_440/1511046969006217.jpg,1920,1280,13,9,0,4,Day,sunny,location_phx,low,every_5th_front_frame_starting_at_first
3126522626440597519_806_440_826_440_1511046969506224,12,3126522626440597519_806_440_826_440,1511046969506224,1,FRONT,140,29,1511046969506224.jpg,images/front/3126522626440597519_806_440_826_440/1511046969506224.jpg,1920,1280,13,9,0,4,Day,sunny,location_phx,low,every_5th_front_frame_starting_at_first
3126522626440597519_806_440_826_440_1511046970006257,12,3126522626440597519_806_440_826_440,1511046970006257,1,FRONT,145,30,1511046970006257.jpg,images/front/3126522626440597519_806_440_826_440/1511046970006257.jpg,1920,1280,13,9,0,4,Day,sunny,location_phx,low,every_5th_front_frame_starting_at_first
3126522626440597519_806_440_826_440_1511046970506149,12,3126522626440597519_806_440_826_440,1511046970506149,1,FRONT,150,31,1511046970506149.jpg,images/front/3126522626440597519_806_440_826_440/1511046970506149.jpg,1920,1280,13,9,0,4,Day,sunny,location_phx,low,every_5th_front_frame_starting_at_first
3126522626440597519_806_440_826_440_1511046971005796,12,3126522626440597519_806_440_826_440,1511046971005796,1,FRONT,155,32,1511046971005796.jpg,images/front/3126522626440597519_806_440_826_440/1511046971005796.jpg,1920,1280,13,9,0,4,Day,sunny,location_phx,low,every_5th_front_frame_starting_at_first
3126522626440597519_806_440_826_440_1511046971505079,12,3126522626440597519_806_440_826_440,1511046971505079,1,FRONT,160,33,1511046971505079.jpg,images/front/3126522626440597519_806_440_826_440/1511046971505079.jpg,1920,1280,13,9,0,4,Day,sunny,location_phx,low,every_5th_front_frame_starting_at_first
3126522626440597519_806_440_826_440_1511046972003504,12,3126522626440597519_806_440_826_440,1511046972003504,1,FRONT,165,34,1511046972003504.jpg,images/front/3126522626440597519_806_440_826_440/1511046972003504.jpg,1920,1280,13,9,0,4,Day,sunny,location_phx,low,every_5th_front_frame_starting_at_first
3126522626440597519_806_440_826_440_1511046972501165,12,3126522626440597519_806_440_826_440,1511046972501165,1,FRONT,170,35,1511046972501165.jpg,images/front/3126522626440597519_806_440_826_440/1511046972501165.jpg,1920,1280,14,10,0,4,Day,sunny,location_phx,low,every_5th_front_frame_starting_at_first
3126522626440597519_806_440_826_440_1511046972998165,12,3126522626440597519_806_440_826_440,1511046972998165,1,FRONT,175,36,1511046972998165.jpg,images/front/3126522626440597519_806_440_826_440/1511046972998165.jpg,1920,1280,6,2,0,4,Day,sunny,location_phx,low,every_5th_front_frame_starting_at_first
3126522626440597519_806_440_826_440_1511046973495070,12,3126522626440597519_806_440_826_440,1511046973495070,1,FRONT,180,37,1511046973495070.jpg,images/front/3126522626440597519_806_440_826_440/1511046973495070.jpg,1920,1280,1,1,0,0,Day,sunny,location_phx,low,every_5th_front_frame_starting_at_first
3126522626440597519_806_440_826_440_1511046973992517,12,3126522626440597519_806_440_826_440,1511046973992517,1,FRONT,185,38,1511046973992517.jpg,images/front/3126522626440597519_806_440_826_440/1511046973992517.jpg,1920,1280,2,2,0,0,Day,sunny,location_phx,low,every_5th_front_frame_starting_at_first
3126522626440597519_806_440_826_440_1511046974489918,12,3126522626440597519_806_440_826_440,1511046974489918,1,FRONT,190,39,1511046974489918.jpg,images/front/3126522626440597519_806_440_826_440/1511046974489918.jpg,1920,1280,6,6,0,0,Day,sunny,location_phx,low,every_5th_front_frame_starting_at_first
3126522626440597519_806_440_826_440_1511046974987198,12,3126522626440597519_806_440_826_440,1511046974987198,1,FRONT,195,40,1511046974987198.jpg,images/front/3126522626440597519_806_440_826_440/1511046974987198.jpg,1920,1280,8,8,0,0,Day,sunny,location_phx,low,every_5th_front_frame_starting_at_first
2105808889850693535_2295_720_2315_720_1511129111978661,13,2105808889850693535_2295_720_2315_720,1511129111978661,1,FRONT,0,1,1511129111978661.jpg,images/front/2105808889850693535_2295_720_2315_720/1511129111978661.jpg,1920,1280,30,30,0,0,Day,sunny,location_phx,medium,every_5th_front_frame_starting_at_first
2105808889850693535_2295_720_2315_720_1511129112478706,13,2105808889850693535_2295_720_2315_720,1511129112478706,1,FRONT,5,2,1511129112478706.jpg,images/front/2105808889850693535_2295_720_2315_720/1511129112478706.jpg,1920,1280,26,26,0,0,Day,sunny,location_phx,medium,every_5th_front_frame_starting_at_first
2105808889850693535_2295_720_2315_720_1511129112978895,13,2105808889850693535_2295_720_2315_720,1511129112978895,1,FRONT,10,3,1511129112978895.jpg,images/front/2105808889850693535_2295_720_2315_720/1511129112978895.jpg,1920,1280,25,25,0,0,Day,sunny,location_phx,medium,every_5th_front_frame_starting_at_first
2105808889850693535_2295_720_2315_720_1511129113479025,13,2105808889850693535_2295_720_2315_720,1511129113479025,1,FRONT,15,4,1511129113479025.jpg,images/front/2105808889850693535_2295_720_2315_720/1511129113479025.jpg,1920,1280,24,22,2,0,Day,sunny,location_phx,medium,every_5th_front_frame_starting_at_first
2105808889850693535_2295_720_2315_720_1511129113978982,13,2105808889850693535_2295_720_2315_720,1511129113978982,1,FRONT,20,5,1511129113978982.jpg,images/front/2105808889850693535_2295_720_2315_720/1511129113978982.jpg,1920,1280,25,23,2,0,Day,sunny,location_phx,medium,every_5th_front_frame_starting_at_first
2105808889850693535_2295_720_2315_720_1511129114479027,13,2105808889850693535_2295_720_2315_720,1511129114479027,1,FRONT,25,6,1511129114479027.jpg,images/front/2105808889850693535_2295_720_2315_720/1511129114479027.jpg,1920,1280,27,25,2,0,Day,sunny,location_phx,medium,every_5th_front_frame_starting_at_first
2105808889850693535_2295_720_2315_720_1511129114979008,13,2105808889850693535_2295_720_2315_720,1511129114979008,1,FRONT,30,7,1511129114979008.jpg,images/front/2105808889850693535_2295_720_2315_720/1511129114979008.jpg,1920,1280,26,24,2,0,Day,sunny,location_phx,medium,every_5th_front_frame_starting_at_first
2105808889850693535_2295_720_2315_720_1511129115479150,13,2105808889850693535_2295_720_2315_720,1511129115479150,1,FRONT,35,8,1511129115479150.jpg,images/front/2105808889850693535_2295_720_2315_720/1511129115479150.jpg,1920,1280,25,23,2,0,Day,sunny,location_phx,medium,every_5th_front_frame_starting_at_first
2105808889850693535_2295_720_2315_720_1511129115979075,13,2105808889850693535_2295_720_2315_720,1511129115979075,1,FRONT,40,9,1511129115979075.jpg,images/front/2105808889850693535_2295_720_2315_720/1511129115979075.jpg,1920,1280,22,20,2,0,Day,sunny,location_phx,medium,every_5th_front_frame_starting_at_first
2105808889850693535_2295_720_2315_720_1511129116479000,13,2105808889850693535_2295_720_2315_720,1511129116479000,1,FRONT,45,10,1511129116479000.jpg,images/front/2105808889850693535_2295_720_2315_720/1511129116479000.jpg,1920,1280,18,16,2,0,Day,sunny,location_phx,medium,every_5th_front_frame_starting_at_first
2105808889850693535_2295_720_2315_720_1511129116978989,13,2105808889850693535_2295_720_2315_720,1511129116978989,1,FRONT,50,11,1511129116978989.jpg,images/front/2105808889850693535_2295_720_2315_720/1511129116978989.jpg,1920,1280,17,15,2,0,Day,sunny,location_phx,medium,every_5th_front_frame_starting_at_first
2105808889850693535_2295_720_2315_720_1511129117479025,13,2105808889850693535_2295_720_2315_720,1511129117479025,1,FRONT,55,12,1511129117479025.jpg,images/front/2105808889850693535_2295_720_2315_720/1511129117479025.jpg,1920,1280,16,14,2,0,Day,sunny,location_phx,medium,every_5th_front_frame_starting_at_first
2105808889850693535_2295_720_2315_720_1511129117979206,13,2105808889850693535_2295_720_2315_720,1511129117979206,1,FRONT,60,13,1511129117979206.jpg,images/front/2105808889850693535_2295_720_2315_720/1511129117979206.jpg,1920,1280,12,10,2,0,Day,sunny,location_phx,medium,every_5th_front_frame_starting_at_first
2105808889850693535_2295_720_2315_720_1511129118479307,13,2105808889850693535_2295_720_2315_720,1511129118479307,1,FRONT,65,14,1511129118479307.jpg,images/front/2105808889850693535_2295_720_2315_720/1511129118479307.jpg,1920,1280,13,11,2,0,Day,sunny,location_phx,medium,every_5th_front_frame_starting_at_first
2105808889850693535_2295_720_2315_720_1511129118979456,13,2105808889850693535_2295_720_2315_720,1511129118979456,1,FRONT,70,15,1511129118979456.jpg,images/front/2105808889850693535_2295_720_2315_720/1511129118979456.jpg,1920,1280,12,10,2,0,Day,sunny,location_phx,medium,every_5th_front_frame_starting_at_first
2105808889850693535_2295_720_2315_720_1511129119479755,13,2105808889850693535_2295_720_2315_720,1511129119479755,1,FRONT,75,16,1511129119479755.jpg,images/front/2105808889850693535_2295_720_2315_720/1511129119479755.jpg,1920,1280,11,9,2,0,Day,sunny,location_phx,medium,every_5th_front_frame_starting_at_first
2105808889850693535_2295_720_2315_720_1511129119979452,13,2105808889850693535_2295_720_2315_720,1511129119979452,1,FRONT,80,17,1511129119979452.jpg,images/front/2105808889850693535_2295_720_2315_720/1511129119979452.jpg,1920,1280,12,10,2,0,Day,sunny,location_phx,medium,every_5th_front_frame_starting_at_first
2105808889850693535_2295_720_2315_720_1511129120478938,13,2105808889850693535_2295_720_2315_720,1511129120478938,1,FRONT,85,18,1511129120478938.jpg,images/front/2105808889850693535_2295_720_2315_720/1511129120478938.jpg,1920,1280,13,11,2,0,Day,sunny,location_phx,medium,every_5th_front_frame_starting_at_first
2105808889850693535_2295_720_2315_720_1511129120978713,13,2105808889850693535_2295_720_2315_720,1511129120978713,1,FRONT,90,19,1511129120978713.jpg,images/front/2105808889850693535_2295_720_2315_720/1511129120978713.jpg,1920,1280,12,10,2,0,Day,sunny,location_phx,medium,every_5th_front_frame_starting_at_first
2105808889850693535_2295_720_2315_720_1511129121478755,13,2105808889850693535_2295_720_2315_720,1511129121478755,1,FRONT,95,20,1511129121478755.jpg,images/front/2105808889850693535_2295_720_2315_720/1511129121478755.jpg,1920,1280,12,10,2,0,Day,sunny,location_phx,medium,every_5th_front_frame_starting_at_first
2105808889850693535_2295_720_2315_720_1511129121978849,13,2105808889850693535_2295_720_2315_720,1511129121978849,1,FRONT,100,21,1511129121978849.jpg,images/front/2105808889850693535_2295_720_2315_720/1511129121978849.jpg,1920,1280,12,10,2,0,Day,sunny,location_phx,medium,every_5th_front_frame_starting_at_first
2105808889850693535_2295_720_2315_720_1511129122478878,13,2105808889850693535_2295_720_2315_720,1511129122478878,1,FRONT,105,22,1511129122478878.jpg,images/front/2105808889850693535_2295_720_2315_720/1511129122478878.jpg,1920,1280,12,10,2,0,Day,sunny,location_phx,medium,every_5th_front_frame_starting_at_first
2105808889850693535_2295_720_2315_720_1511129122978903,13,2105808889850693535_2295_720_2315_720,1511129122978903,1,FRONT,110,23,1511129122978903.jpg,images/front/2105808889850693535_2295_720_2315_720/1511129122978903.jpg,1920,1280,12,10,2,0,Day,sunny,location_phx,medium,every_5th_front_frame_starting_at_first
2105808889850693535_2295_720_2315_720_1511129123478873,13,2105808889850693535_2295_720_2315_720,1511129123478873,1,FRONT,115,24,1511129123478873.jpg,images/front/2105808889850693535_2295_720_2315_720/1511129123478873.jpg,1920,1280,12,10,2,0,Day,sunny,location_phx,medium,every_5th_front_frame_starting_at_first
2105808889850693535_2295_720_2315_720_1511129123978828,13,2105808889850693535_2295_720_2315_720,1511129123978828,1,FRONT,120,25,1511129123978828.jpg,images/front/2105808889850693535_2295_720_2315_720/1511129123978828.jpg,1920,1280,11,9,2,0,Day,sunny,location_phx,medium,every_5th_front_frame_starting_at_first
2105808889850693535_2295_720_2315_720_1511129124478679,13,2105808889850693535_2295_720_2315_720,1511129124478679,1,FRONT,125,26,1511129124478679.jpg,images/front/2105808889850693535_2295_720_2315_720/1511129124478679.jpg,1920,1280,9,7,2,0,Day,sunny,location_phx,medium,every_5th_front_frame_starting_at_first
2105808889850693535_2295_720_2315_720_1511129124978535,13,2105808889850693535_2295_720_2315_720,1511129124978535,1,FRONT,130,27,1511129124978535.jpg,images/front/2105808889850693535_2295_720_2315_720/1511129124978535.jpg,1920,1280,7,7,0,0,Day,sunny,location_phx,medium,every_5th_front_frame_starting_at_first
2105808889850693535_2295_720_2315_720_1511129125478560,13,2105808889850693535_2295_720_2315_720,1511129125478560,1,FRONT,135,28,1511129125478560.jpg,images/front/2105808889850693535_2295_720_2315_720/1511129125478560.jpg,1920,1280,6,6,0,0,Day,sunny,location_phx,medium,every_5th_front_frame_starting_at_first
2105808889850693535_2295_720_2315_720_1511129125978788,13,2105808889850693535_2295_720_2315_720,1511129125978788,1,FRONT,140,29,1511129125978788.jpg,images/front/2105808889850693535_2295_720_2315_720/1511129125978788.jpg,1920,1280,6,6,0,0,Day,sunny,location_phx,medium,every_5th_front_frame_starting_at_first
2105808889850693535_2295_720_2315_720_1511129126478948,13,2105808889850693535_2295_720_2315_720,1511129126478948,1,FRONT,145,30,1511129126478948.jpg,images/front/2105808889850693535_2295_720_2315_720/1511129126478948.jpg,1920,1280,7,6,1,0,Day,sunny,location_phx,medium,every_5th_front_frame_starting_at_first
2105808889850693535_2295_720_2315_720_1511129126979076,13,2105808889850693535_2295_720_2315_720,1511129126979076,1,FRONT,150,31,1511129126979076.jpg,images/front/2105808889850693535_2295_720_2315_720/1511129126979076.jpg,1920,1280,6,5,1,0,Day,sunny,location_phx,medium,every_5th_front_frame_starting_at_first
2105808889850693535_2295_720_2315_720_1511129127479014,13,2105808889850693535_2295_720_2315_720,1511129127479014,1,FRONT,155,32,1511129127479014.jpg,images/front/2105808889850693535_2295_720_2315_720/1511129127479014.jpg,1920,1280,6,5,1,0,Day,sunny,location_phx,medium,every_5th_front_frame_starting_at_first
2105808889850693535_2295_720_2315_720_1511129127979137,13,2105808889850693535_2295_720_2315_720,1511129127979137,1,FRONT,160,33,1511129127979137.jpg,images/front/2105808889850693535_2295_720_2315_720/1511129127979137.jpg,1920,1280,4,3,1,0,Day,sunny,location_phx,medium,every_5th_front_frame_starting_at_first
2105808889850693535_2295_720_2315_720_1511129128479158,13,2105808889850693535_2295_720_2315_720,1511129128479158,1,FRONT,165,34,1511129128479158.jpg,images/front/2105808889850693535_2295_720_2315_720/1511129128479158.jpg,1920,1280,4,3,1,0,Day,sunny,location_phx,medium,every_5th_front_frame_starting_at_first
2105808889850693535_2295_720_2315_720_1511129128979079,13,2105808889850693535_2295_720_2315_720,1511129128979079,1,FRONT,170,35,1511129128979079.jpg,images/front/2105808889850693535_2295_720_2315_720/1511129128979079.jpg,1920,1280,4,3,1,0,Day,sunny,location_phx,medium,every_5th_front_frame_starting_at_first
2105808889850693535_2295_720_2315_720_1511129129478987,13,2105808889850693535_2295_720_2315_720,1511129129478987,1,FRONT,175,36,1511129129478987.jpg,images/front/2105808889850693535_2295_720_2315_720/1511129129478987.jpg,1920,1280,4,3,1,0,Day,sunny,location_phx,medium,every_5th_front_frame_starting_at_first
2105808889850693535_2295_720_2315_720_1511129129979150,13,2105808889850693535_2295_720_2315_720,1511129129979150,1,FRONT,180,37,1511129129979150.jpg,images/front/2105808889850693535_2295_720_2315_720/1511129129979150.jpg,1920,1280,4,3,1,0,Day,sunny,location_phx,medium,every_5th_front_frame_starting_at_first
2105808889850693535_2295_720_2315_720_1511129130479115,13,2105808889850693535_2295_720_2315_720,1511129130479115,1,FRONT,185,38,1511129130479115.jpg,images/front/2105808889850693535_2295_720_2315_720/1511129130479115.jpg,1920,1280,4,3,1,0,Day,sunny,location_phx,medium,every_5th_front_frame_starting_at_first
2105808889850693535_2295_720_2315_720_1511129130978854,13,2105808889850693535_2295_720_2315_720,1511129130978854,1,FRONT,190,39,1511129130978854.jpg,images/front/2105808889850693535_2295_720_2315_720/1511129130978854.jpg,1920,1280,4,3,1,0,Day,sunny,location_phx,medium,every_5th_front_frame_starting_at_first
2105808889850693535_2295_720_2315_720_1511129131478616,13,2105808889850693535_2295_720_2315_720,1511129131478616,1,FRONT,195,40,1511129131478616.jpg,images/front/2105808889850693535_2295_720_2315_720/1511129131478616.jpg,1920,1280,4,3,1,0,Day,sunny,location_phx,medium,every_5th_front_frame_starting_at_first
10289507859301986274_4200_000_4220_000_1557847392672581,14,10289507859301986274_4200_000_4220_000,1557847392672581,1,FRONT,0,1,1557847392672581.jpg,images/front/10289507859301986274_4200_000_4220_000/1557847392672581.jpg,1920,1280,42,14,27,1,Day,sunny,location_sf,high,every_5th_front_frame_starting_at_first
10289507859301986274_4200_000_4220_000_1557847393172585,14,10289507859301986274_4200_000_4220_000,1557847393172585,1,FRONT,5,2,1557847393172585.jpg,images/front/10289507859301986274_4200_000_4220_000/1557847393172585.jpg,1920,1280,42,13,28,1,Day,sunny,location_sf,high,every_5th_front_frame_starting_at_first
10289507859301986274_4200_000_4220_000_1557847393672620,14,10289507859301986274_4200_000_4220_000,1557847393672620,1,FRONT,10,3,1557847393672620.jpg,images/front/10289507859301986274_4200_000_4220_000/1557847393672620.jpg,1920,1280,37,9,27,1,Day,sunny,location_sf,high,every_5th_front_frame_starting_at_first
10289507859301986274_4200_000_4220_000_1557847394172576,14,10289507859301986274_4200_000_4220_000,1557847394172576,1,FRONT,15,4,1557847394172576.jpg,images/front/10289507859301986274_4200_000_4220_000/1557847394172576.jpg,1920,1280,29,7,22,0,Day,sunny,location_sf,high,every_5th_front_frame_starting_at_first
10289507859301986274_4200_000_4220_000_1557847394672600,14,10289507859301986274_4200_000_4220_000,1557847394672600,1,FRONT,20,5,1557847394672600.jpg,images/front/10289507859301986274_4200_000_4220_000/1557847394672600.jpg,1920,1280,26,9,17,0,Day,sunny,location_sf,high,every_5th_front_frame_starting_at_first
10289507859301986274_4200_000_4220_000_1557847395172640,14,10289507859301986274_4200_000_4220_000,1557847395172640,1,FRONT,25,6,1557847395172640.jpg,images/front/10289507859301986274_4200_000_4220_000/1557847395172640.jpg,1920,1280,28,12,15,1,Day,sunny,location_sf,high,every_5th_front_frame_starting_at_first
10289507859301986274_4200_000_4220_000_1557847395672605,14,10289507859301986274_4200_000_4220_000,1557847395672605,1,FRONT,30,7,1557847395672605.jpg,images/front/10289507859301986274_4200_000_4220_000/1557847395672605.jpg,1920,1280,29,14,15,0,Day,sunny,location_sf,high,every_5th_front_frame_starting_at_first
10289507859301986274_4200_000_4220_000_1557847396172563,14,10289507859301986274_4200_000_4220_000,1557847396172563,1,FRONT,35,8,1557847396172563.jpg,images/front/10289507859301986274_4200_000_4220_000/1557847396172563.jpg,1920,1280,38,18,20,0,Day,sunny,location_sf,high,every_5th_front_frame_starting_at_first
10289507859301986274_4200_000_4220_000_1557847396672632,14,10289507859301986274_4200_000_4220_000,1557847396672632,1,FRONT,40,9,1557847396672632.jpg,images/front/10289507859301986274_4200_000_4220_000/1557847396672632.jpg,1920,1280,44,16,26,2,Day,sunny,location_sf,high,every_5th_front_frame_starting_at_first
10289507859301986274_4200_000_4220_000_1557847397172702,14,10289507859301986274_4200_000_4220_000,1557847397172702,1,FRONT,45,10,1557847397172702.jpg,images/front/10289507859301986274_4200_000_4220_000/1557847397172702.jpg,1920,1280,44,17,25,2,Day,sunny,location_sf,high,every_5th_front_frame_starting_at_first
10289507859301986274_4200_000_4220_000_1557847397672777,14,10289507859301986274_4200_000_4220_000,1557847397672777,1,FRONT,50,11,1557847397672777.jpg,images/front/10289507859301986274_4200_000_4220_000/1557847397672777.jpg,1920,1280,44,18,25,1,Day,sunny,location_sf,high,every_5th_front_frame_starting_at_first
10289507859301986274_4200_000_4220_000_1557847398172641,14,10289507859301986274_4200_000_4220_000,1557847398172641,1,FRONT,55,12,1557847398172641.jpg,images/front/10289507859301986274_4200_000_4220_000/1557847398172641.jpg,1920,1280,46,18,26,2,Day,sunny,location_sf,high,every_5th_front_frame_starting_at_first
10289507859301986274_4200_000_4220_000_1557847398672474,14,10289507859301986274_4200_000_4220_000,1557847398672474,1,FRONT,60,13,1557847398672474.jpg,images/front/10289507859301986274_4200_000_4220_000/1557847398672474.jpg,1920,1280,42,15,25,2,Day,sunny,location_sf,high,every_5th_front_frame_starting_at_first
10289507859301986274_4200_000_4220_000_1557847399172389,14,10289507859301986274_4200_000_4220_000,1557847399172389,1,FRONT,65,14,1557847399172389.jpg,images/front/10289507859301986274_4200_000_4220_000/1557847399172389.jpg,1920,1280,42,15,25,2,Day,sunny,location_sf,high,every_5th_front_frame_starting_at_first
10289507859301986274_4200_000_4220_000_1557847399672379,14,10289507859301986274_4200_000_4220_000,1557847399672379,1,FRONT,70,15,1557847399672379.jpg,images/front/10289507859301986274_4200_000_4220_000/1557847399672379.jpg,1920,1280,47,18,27,2,Day,sunny,location_sf,high,every_5th_front_frame_starting_at_first
10289507859301986274_4200_000_4220_000_1557847400172420,14,10289507859301986274_4200_000_4220_000,1557847400172420,1,FRONT,75,16,1557847400172420.jpg,images/front/10289507859301986274_4200_000_4220_000/1557847400172420.jpg,1920,1280,38,16,21,1,Day,sunny,location_sf,high,every_5th_front_frame_starting_at_first
10289507859301986274_4200_000_4220_000_1557847400672475,14,10289507859301986274_4200_000_4220_000,1557847400672475,1,FRONT,80,17,1557847400672475.jpg,images/front/10289507859301986274_4200_000_4220_000/1557847400672475.jpg,1920,1280,34,13,19,2,Day,sunny,location_sf,high,every_5th_front_frame_starting_at_first
10289507859301986274_4200_000_4220_000_1557847401172530,14,10289507859301986274_4200_000_4220_000,1557847401172530,1,FRONT,85,18,1557847401172530.jpg,images/front/10289507859301986274_4200_000_4220_000/1557847401172530.jpg,1920,1280,30,12,17,1,Day,sunny,location_sf,high,every_5th_front_frame_starting_at_first
10289507859301986274_4200_000_4220_000_1557847401672650,14,10289507859301986274_4200_000_4220_000,1557847401672650,1,FRONT,90,19,1557847401672650.jpg,images/front/10289507859301986274_4200_000_4220_000/1557847401672650.jpg,1920,1280,35,14,20,1,Day,sunny,location_sf,high,every_5th_front_frame_starting_at_first
10289507859301986274_4200_000_4220_000_1557847402172646,14,10289507859301986274_4200_000_4220_000,1557847402172646,1,FRONT,95,20,1557847402172646.jpg,images/front/10289507859301986274_4200_000_4220_000/1557847402172646.jpg,1920,1280,32,16,15,1,Day,sunny,location_sf,high,every_5th_front_frame_starting_at_first
10289507859301986274_4200_000_4220_000_1557847402672607,14,10289507859301986274_4200_000_4220_000,1557847402672607,1,FRONT,100,21,1557847402672607.jpg,images/front/10289507859301986274_4200_000_4220_000/1557847402672607.jpg,1920,1280,30,14,15,1,Day,sunny,location_sf,high,every_5th_front_frame_starting_at_first
10289507859301986274_4200_000_4220_000_1557847403172619,14,10289507859301986274_4200_000_4220_000,1557847403172619,1,FRONT,105,22,1557847403172619.jpg,images/front/10289507859301986274_4200_000_4220_000/1557847403172619.jpg,1920,1280,34,19,15,0,Day,sunny,location_sf,high,every_5th_front_frame_starting_at_first
10289507859301986274_4200_000_4220_000_1557847403672617,14,10289507859301986274_4200_000_4220_000,1557847403672617,1,FRONT,110,23,1557847403672617.jpg,images/front/10289507859301986274_4200_000_4220_000/1557847403672617.jpg,1920,1280,36,24,12,0,Day,sunny,location_sf,high,every_5th_front_frame_starting_at_first
