global_image_id,canonical_image_key,dataset,partition,experimental_role,source_image_id,source_image_path,output_filename,output_relative_path,output_absolute_path,source_width,source_height,target_width,target_height,nominal_scale,actual_scale_x,actual_scale_y,resized_width,resized_height,padding_left,padding_top,padding_right,padding_bottom,padding_value,interpolation,source_extension,output_extension,png_compression_level,target_box_count,vehicle_count,pedestrian_count,cyclist_count,ignored_box_count,is_negative,output_size_bytes,dimensions_valid,padding_valid,geometry_valid,aspect_ratio_error,aspect_ratio_valid,processing_status
5084,kitti_005083,KITTI,train,model_training,005083,data/kitti/raw/training/image_2/005083.png,005083.png,images/kitti/train/005083.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/005083.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,10,9,0,1,2,False,222921,True,True,True,0.004062176165803066,True,created
5085,kitti_005084,KITTI,train,model_training,005084,data/kitti/raw/training/image_2/005084.png,005084.png,images/kitti/train/005084.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/005084.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,7,6,0,1,4,False,221442,True,True,True,0.004062176165803066,True,created
5086,kitti_005085,KITTI,train,model_training,005085,data/kitti/raw/training/image_2/005085.png,005085.png,images/kitti/train/005085.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/005085.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,5,2,2,1,0,False,258194,True,True,True,0.004062176165803066,True,created
5087,kitti_005086,KITTI,val,in_domain_validation,005086,data/kitti/raw/training/image_2/005086.png,005086.png,images/kitti/val/005086.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/val/005086.png,1238,374,640,640,0.5169628432956381,0.5169628432956381,0.516042780748663,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,13,3,10,0,2,False,236725,True,True,True,0.005901748358316361,True,created
5088,kitti_005087,KITTI,val,in_domain_validation,005087,data/kitti/raw/training/image_2/005087.png,005087.png,images/kitti/val/005087.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/val/005087.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,10,10,0,0,0,False,245869,True,True,True,0.004062176165803066,True,created
5089,kitti_005088,KITTI,train,model_training,005088,data/kitti/raw/training/image_2/005088.png,005088.png,images/kitti/train/005088.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/005088.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,14,14,0,0,1,False,243897,True,True,True,0.004062176165803066,True,created
5090,kitti_005089,KITTI,train,model_training,005089,data/kitti/raw/training/image_2/005089.png,005089.png,images/kitti/train/005089.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/005089.png,1238,374,640,640,0.5169628432956381,0.5169628432956381,0.516042780748663,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,6,6,0,0,0,False,254426,True,True,True,0.005901748358316361,True,created
5091,kitti_005090,KITTI,train,model_training,005090,data/kitti/raw/training/image_2/005090.png,005090.png,images/kitti/train/005090.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/005090.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,7,7,0,0,2,False,239681,True,True,True,0.004062176165803066,True,created
5092,kitti_005091,KITTI,train,model_training,005091,data/kitti/raw/training/image_2/005091.png,005091.png,images/kitti/train/005091.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/005091.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,2,2,0,0,0,False,279193,True,True,True,0.004062176165803066,True,created
5093,kitti_005092,KITTI,val,in_domain_validation,005092,data/kitti/raw/training/image_2/005092.png,005092.png,images/kitti/val/005092.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/val/005092.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,6,5,0,1,2,False,245609,True,True,True,0.004062176165803066,True,created
5094,kitti_005093,KITTI,val,in_domain_validation,005093,data/kitti/raw/training/image_2/005093.png,005093.png,images/kitti/val/005093.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/val/005093.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,3,3,0,0,2,False,229676,True,True,True,0.004062176165803066,True,created
5095,kitti_005094,KITTI,train,model_training,005094,data/kitti/raw/training/image_2/005094.png,005094.png,images/kitti/train/005094.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/005094.png,1241,376,640,640,0.515713134568896,0.515713134568896,0.5159574468085106,640,194,0,223,0,223,114,opencv_inter_area,.png,.png,3,6,6,0,0,2,False,183645,True,True,True,0.0015628427286689117,True,created
5096,kitti_005095,KITTI,val,in_domain_validation,005095,data/kitti/raw/training/image_2/005095.png,005095.png,images/kitti/val/005095.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/val/005095.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,6,6,0,0,1,False,257262,True,True,True,0.004062176165803066,True,created
5097,kitti_005096,KITTI,train,model_training,005096,data/kitti/raw/training/image_2/005096.png,005096.png,images/kitti/train/005096.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/005096.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,11,11,0,0,1,False,261951,True,True,True,0.004062176165803066,True,created
5098,kitti_005097,KITTI,val,in_domain_validation,005097,data/kitti/raw/training/image_2/005097.png,005097.png,images/kitti/val/005097.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/val/005097.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,9,7,1,1,0,False,249845,True,True,True,0.004062176165803066,True,created
5099,kitti_005098,KITTI,train,model_training,005098,data/kitti/raw/training/image_2/005098.png,005098.png,images/kitti/train/005098.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/005098.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,14,13,1,0,0,False,266538,True,True,True,0.004062176165803066,True,created
5100,kitti_005099,KITTI,train,model_training,005099,data/kitti/raw/training/image_2/005099.png,005099.png,images/kitti/train/005099.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/005099.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,5,5,0,0,3,False,249200,True,True,True,0.004062176165803066,True,created
5101,kitti_005100,KITTI,train,model_training,005100,data/kitti/raw/training/image_2/005100.png,005100.png,images/kitti/train/005100.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/005100.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,2,2,0,0,0,False,276810,True,True,True,0.004062176165803066,True,created
5102,kitti_005101,KITTI,train,model_training,005101,data/kitti/raw/training/image_2/005101.png,005101.png,images/kitti/train/005101.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/005101.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,4,4,0,0,1,False,246814,True,True,True,0.004062176165803066,True,created
5103,kitti_005102,KITTI,train,model_training,005102,data/kitti/raw/training/image_2/005102.png,005102.png,images/kitti/train/005102.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/005102.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,11,9,1,1,2,False,250483,True,True,True,0.004062176165803066,True,created
5104,kitti_005103,KITTI,train,model_training,005103,data/kitti/raw/training/image_2/005103.png,005103.png,images/kitti/train/005103.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/005103.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,8,8,0,0,1,False,267318,True,True,True,0.004062176165803066,True,created
5105,kitti_005104,KITTI,train,model_training,005104,data/kitti/raw/training/image_2/005104.png,005104.png,images/kitti/train/005104.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/005104.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,10,9,1,0,1,False,245172,True,True,True,0.004062176165803066,True,created
5106,kitti_005105,KITTI,train,model_training,005105,data/kitti/raw/training/image_2/005105.png,005105.png,images/kitti/train/005105.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/005105.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,4,4,0,0,0,False,255196,True,True,True,0.004062176165803066,True,created
5107,kitti_005106,KITTI,val,in_domain_validation,005106,data/kitti/raw/training/image_2/005106.png,005106.png,images/kitti/val/005106.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/val/005106.png,1224,370,640,640,0.5228758169934641,0.5228758169934641,0.5216216216216216,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,8,0,5,3,2,False,239586,True,True,True,0.00795406805769483,True,created
5108,kitti_005107,KITTI,val,in_domain_validation,005107,data/kitti/raw/training/image_2/005107.png,005107.png,images/kitti/val/005107.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/val/005107.png,1224,370,640,640,0.5228758169934641,0.5228758169934641,0.5216216216216216,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,1,0,1,0,0,False,267613,True,True,True,0.00795406805769483,True,created
5109,kitti_005108,KITTI,train,model_training,005108,data/kitti/raw/training/image_2/005108.png,005108.png,images/kitti/train/005108.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/005108.png,1241,376,640,640,0.515713134568896,0.515713134568896,0.5159574468085106,640,194,0,223,0,223,114,opencv_inter_area,.png,.png,3,3,3,0,0,3,False,214361,True,True,True,0.0015628427286689117,True,created
5110,kitti_005109,KITTI,val,in_domain_validation,005109,data/kitti/raw/training/image_2/005109.png,005109.png,images/kitti/val/005109.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/val/005109.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,6,6,0,0,1,False,214810,True,True,True,0.004062176165803066,True,created
5111,kitti_005110,KITTI,train,model_training,005110,data/kitti/raw/training/image_2/005110.png,005110.png,images/kitti/train/005110.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/005110.png,1224,370,640,640,0.5228758169934641,0.5228758169934641,0.5216216216216216,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,3,2,1,0,3,False,243426,True,True,True,0.00795406805769483,True,created
5112,kitti_005111,KITTI,train,model_training,005111,data/kitti/raw/training/image_2/005111.png,005111.png,images/kitti/train/005111.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/005111.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,13,13,0,0,0,False,236520,True,True,True,0.004062176165803066,True,created
5113,kitti_005112,KITTI,val,in_domain_validation,005112,data/kitti/raw/training/image_2/005112.png,005112.png,images/kitti/val/005112.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/val/005112.png,1224,370,640,640,0.5228758169934641,0.5228758169934641,0.5216216216216216,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,5,4,0,1,3,False,231297,True,True,True,0.00795406805769483,True,created
5114,kitti_005113,KITTI,train,model_training,005113,data/kitti/raw/training/image_2/005113.png,005113.png,images/kitti/train/005113.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/005113.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,3,3,0,0,1,False,217132,True,True,True,0.004062176165803066,True,created
5115,kitti_005114,KITTI,train,model_training,005114,data/kitti/raw/training/image_2/005114.png,005114.png,images/kitti/train/005114.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/005114.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,5,1,4,0,1,False,252287,True,True,True,0.004062176165803066,True,created
5116,kitti_005115,KITTI,train,model_training,005115,data/kitti/raw/training/image_2/005115.png,005115.png,images/kitti/train/005115.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/005115.png,1224,370,640,640,0.5228758169934641,0.5228758169934641,0.5216216216216216,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,6,4,2,0,0,False,239065,True,True,True,0.00795406805769483,True,created
5117,kitti_005116,KITTI,train,model_training,005116,data/kitti/raw/training/image_2/005116.png,005116.png,images/kitti/train/005116.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/005116.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,10,7,2,1,1,False,232175,True,True,True,0.004062176165803066,True,created
5118,kitti_005117,KITTI,train,model_training,005117,data/kitti/raw/training/image_2/005117.png,005117.png,images/kitti/train/005117.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/005117.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,4,4,0,0,1,False,249426,True,True,True,0.004062176165803066,True,created
5119,kitti_005118,KITTI,train,model_training,005118,data/kitti/raw/training/image_2/005118.png,005118.png,images/kitti/train/005118.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/005118.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,1,1,0,0,4,False,224156,True,True,True,0.004062176165803066,True,created
5120,kitti_005119,KITTI,train,model_training,005119,data/kitti/raw/training/image_2/005119.png,005119.png,images/kitti/train/005119.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/005119.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,12,11,1,0,0,False,246534,True,True,True,0.004062176165803066,True,created
5121,kitti_005120,KITTI,train,model_training,005120,data/kitti/raw/training/image_2/005120.png,005120.png,images/kitti/train/005120.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/005120.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,4,4,0,0,2,False,232747,True,True,True,0.004062176165803066,True,created
5122,kitti_005121,KITTI,train,model_training,005121,data/kitti/raw/training/image_2/005121.png,005121.png,images/kitti/train/005121.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/005121.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,1,1,0,0,1,False,268157,True,True,True,0.004062176165803066,True,created
5123,kitti_005122,KITTI,train,model_training,005122,data/kitti/raw/training/image_2/005122.png,005122.png,images/kitti/train/005122.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/005122.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,4,4,0,0,1,False,244257,True,True,True,0.004062176165803066,True,created
5124,kitti_005123,KITTI,train,model_training,005123,data/kitti/raw/training/image_2/005123.png,005123.png,images/kitti/train/005123.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/005123.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,5,5,0,0,1,False,234072,True,True,True,0.004062176165803066,True,created
5125,kitti_005124,KITTI,train,model_training,005124,data/kitti/raw/training/image_2/005124.png,005124.png,images/kitti/train/005124.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/005124.png,1224,370,640,640,0.5228758169934641,0.5228758169934641,0.5216216216216216,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,1,0,1,0,0,False,268229,True,True,True,0.00795406805769483,True,created
5126,kitti_005125,KITTI,train,model_training,005125,data/kitti/raw/training/image_2/005125.png,005125.png,images/kitti/train/005125.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/005125.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,7,7,0,0,5,False,254982,True,True,True,0.004062176165803066,True,created
5127,kitti_005126,KITTI,train,model_training,005126,data/kitti/raw/training/image_2/005126.png,005126.png,images/kitti/train/005126.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/005126.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,15,15,0,0,0,False,249419,True,True,True,0.004062176165803066,True,created
5128,kitti_005127,KITTI,val,in_domain_validation,005127,data/kitti/raw/training/image_2/005127.png,005127.png,images/kitti/val/005127.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/val/005127.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,5,5,0,0,0,False,246805,True,True,True,0.004062176165803066,True,created
5129,kitti_005128,KITTI,train,model_training,005128,data/kitti/raw/training/image_2/005128.png,005128.png,images/kitti/train/005128.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/005128.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,6,6,0,0,0,False,284722,True,True,True,0.004062176165803066,True,created
5130,kitti_005129,KITTI,train,model_training,005129,data/kitti/raw/training/image_2/005129.png,005129.png,images/kitti/train/005129.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/005129.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,4,4,0,0,1,False,235579,True,True,True,0.004062176165803066,True,created
5131,kitti_005130,KITTI,train,model_training,005130,data/kitti/raw/training/image_2/005130.png,005130.png,images/kitti/train/005130.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/005130.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,1,1,0,0,0,False,289675,True,True,True,0.004062176165803066,True,created
5132,kitti_005131,KITTI,val,in_domain_validation,005131,data/kitti/raw/training/image_2/005131.png,005131.png,images/kitti/val/005131.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/val/005131.png,1224,370,640,640,0.5228758169934641,0.5228758169934641,0.5216216216216216,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,11,1,8,2,0,False,240813,True,True,True,0.00795406805769483,True,created
5133,kitti_005132,KITTI,train,model_training,005132,data/kitti/raw/training/image_2/005132.png,005132.png,images/kitti/train/005132.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/005132.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,5,5,0,0,1,False,245194,True,True,True,0.004062176165803066,True,created
5134,kitti_005133,KITTI,train,model_training,005133,data/kitti/raw/training/image_2/005133.png,005133.png,images/kitti/train/005133.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/005133.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,7,2,3,2,3,False,238102,True,True,True,0.004062176165803066,True,created
5135,kitti_005134,KITTI,train,model_training,005134,data/kitti/raw/training/image_2/005134.png,005134.png,images/kitti/train/005134.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/005134.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,9,9,0,0,1,False,264641,True,True,True,0.004062176165803066,True,created
5136,kitti_005135,KITTI,train,model_training,005135,data/kitti/raw/training/image_2/005135.png,005135.png,images/kitti/train/005135.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/005135.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,6,6,0,0,2,False,262555,True,True,True,0.004062176165803066,True,created
5137,kitti_005136,KITTI,train,model_training,005136,data/kitti/raw/training/image_2/005136.png,005136.png,images/kitti/train/005136.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/005136.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,5,5,0,0,3,False,217162,True,True,True,0.004062176165803066,True,created
5138,kitti_005137,KITTI,val,in_domain_validation,005137,data/kitti/raw/training/image_2/005137.png,005137.png,images/kitti/val/005137.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/val/005137.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,13,10,1,2,0,False,242458,True,True,True,0.004062176165803066,True,created
5139,kitti_005138,KITTI,val,in_domain_validation,005138,data/kitti/raw/training/image_2/005138.png,005138.png,images/kitti/val/005138.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/val/005138.png,1241,376,640,640,0.515713134568896,0.515713134568896,0.5159574468085106,640,194,0,223,0,223,114,opencv_inter_area,.png,.png,3,10,10,0,0,0,False,200969,True,True,True,0.0015628427286689117,True,created
5140,kitti_005139,KITTI,train,model_training,005139,data/kitti/raw/training/image_2/005139.png,005139.png,images/kitti/train/005139.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/005139.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,4,4,0,0,1,False,244527,True,True,True,0.004062176165803066,True,created
5141,kitti_005140,KITTI,train,model_training,005140,data/kitti/raw/training/image_2/005140.png,005140.png,images/kitti/train/005140.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/005140.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,5,5,0,0,1,False,239849,True,True,True,0.004062176165803066,True,created
5142,kitti_005141,KITTI,train,model_training,005141,data/kitti/raw/training/image_2/005141.png,005141.png,images/kitti/train/005141.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/005141.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,2,2,0,0,3,False,213788,True,True,True,0.004062176165803066,True,created
5143,kitti_005142,KITTI,train,model_training,005142,data/kitti/raw/training/image_2/005142.png,005142.png,images/kitti/train/005142.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/005142.png,1224,370,640,640,0.5228758169934641,0.5228758169934641,0.5216216216216216,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,1,0,1,0,0,False,268926,True,True,True,0.00795406805769483,True,created
5144,kitti_005143,KITTI,train,model_training,005143,data/kitti/raw/training/image_2/005143.png,005143.png,images/kitti/train/005143.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/005143.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,5,5,0,0,2,False,204489,True,True,True,0.004062176165803066,True,created
5145,kitti_005144,KITTI,val,in_domain_validation,005144,data/kitti/raw/training/image_2/005144.png,005144.png,images/kitti/val/005144.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/val/005144.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,4,4,0,0,2,False,250825,True,True,True,0.004062176165803066,True,created
5146,kitti_005145,KITTI,train,model_training,005145,data/kitti/raw/training/image_2/005145.png,005145.png,images/kitti/train/005145.png,C:/Users/Mazen/Desktop/AAST/Research/Autonomous research/data/processed/milestone_3/images/kitti/train/005145.png,1242,375,640,640,0.5152979066022544,0.5152979066022544,0.5146666666666667,640,193,0,223,0,224,114,opencv_inter_area,.png,.png,3,13,13,0,0,3,False,274542,True,True,True,0.004062176165803066,True,created
